,origin,destination,register,flight_num,airplane,scheduled_date,scheduled_time,actual_date,actual_time,day,status1,status2,airline_icao,international,delay,ftype,miladi_scheduled,miladi_actual,id,airline,latitude_deg,longitude_deg
412,OIAW,OIII,EPATF,IRC833,F100,1402-01-04,00:55:00,1402-01-04,03:58:00,جمعه,LANDED,نشست ,IRC,0,183,arrival,2023-03-24,2023-03-24,413,آسمان,31.3374,48.762001
413,OIMM,OISS,NULL,IRC3851,100,1402-01-04,00:40:00,1402-01-04,02:02:00,جمعه, نشست02:02,NULL,EP,0,0,arrival,2023-03-24,2023-03-24,414,آسمان,36.235198974609375,59.64099884033203
414,OISS,OIII,EPAPQ,IRC3781,B737,1402-01-04,01:00:00,1402-01-04,01:15:00,جمعه,LANDED,نشست ,IRC,0,15,arrival,2023-03-24,2023-03-24,415,آسمان,29.5392,52.589802
415,OIII,OISS,NULL,IRC3777,100,1402-01-04,00:45:00,1402-01-04,00:43:00,جمعه, نشست00:43,NULL,EP,0,0,arrival,2023-03-24,2023-03-24,416,آسمان,35.68920135498047,51.31340026855469
416,OINZ,OIAW,,IRC3975,f100,1402-01-04,23:25:00,1402-01-05,23:28:00,جمعه,LANDED,نشست ,IRC,0,1443,arrival,2023-03-24,2023-03-25,417,آسمان,36.644408,53.188761
417,OIAA,OIII,,IRC861,F100,1402-01-04,23:40:00,1402-01-05,00:37:00,جمعه,Departed,پرواز كرد ,IRC,0,57,departure,2023-03-24,2023-03-25,418,آسمان,30.367887,48.230075
418,OIAW,OISS,,IRC3829,F100,1402-01-04,23:55:00,1402-01-05,00:15:00,جمعه,Departed,پرواز كرد ,IRC,0,20,departure,2023-03-24,2023-03-25,419,آسمان,31.3374,48.762001
419,OIAW,OIII,EPATE,IRC833,F100,1402-01-05,00:01:00,1402-01-04,23:50:00,شنبه,LANDED,نشست ,IRC,0,-11,arrival,2023-03-25,2023-03-24,420,آسمان,31.3374,48.762001
420,OIMM,OIII,EPAPO,IRC603,737-700,1402-01-05,23:55:00,1402-01-05,23:55:00,شنبه,Please Wait,منتظر اعلام باشید ,IRC,0,0,arrival,2023-03-25,2023-03-25,421,آسمان,36.235198974609375,59.64099884033203
421,OIAA,OISS,,IRC3821,F100,1402-01-05,23:25:00,1402-01-05,23:49:00,شنبه,Departed,پرواز كرد ,IRC,0,24,departure,2023-03-25,2023-03-25,422,آسمان,30.367887,48.230075
422,OIAW,OIII,,IRC831,737,1402-01-05,23:45:00,1402-01-05,23:49:00,شنبه,Departed,پرواز كرد ,IRC,0,4,departure,2023-03-25,2023-03-25,423,آسمان,31.3374,48.762001
423,OIII,OIAA,,IRC3750,F100,1402-01-05,23:20:00,1402-01-05,23:18:00,شنبه,LANDED,نشست ,IRC,0,-2,arrival,2023-03-25,2023-03-25,424,آسمان,35.68920135498047,51.31340026855469
424,OIMM,OIII,,IRC603,B737,1402-01-05,22:25:00,1402-01-05,23:16:00,شنبه,Departed,پرواز كرد ,IRC,0,51,departure,2023-03-25,2023-03-25,425,آسمان,36.235198974609375,59.64099884033203
425,OING,OIII,EPATZ,IRC633,ATR-72-500,1402-01-05,23:25:00,1402-01-05,23:13:00,شنبه,LANDED,نشست ,IRC,0,-12,arrival,2023-03-25,2023-03-25,426,آسمان,36.9094009399,54.4012985229
426,OISS,OIII,NULL,IRC825,100,1402-01-05,22:55:00,1402-01-05,23:00:00,شنبه,پروازکرد23:00,NULL,EP,0,0,departure,2023-03-25,2023-03-25,427,آسمان,29.5392,52.589802
427,OIFM,OIAA,,IRC3759,F100,1402-01-05,22:55:00,1402-01-05,22:54:00,شنبه,LANDED,نشست ,IRC,0,-1,arrival,2023-03-25,2023-03-25,428,آسمان,32.75080108642578,51.86130142211914
428,OIII,OIAW,,IRC830,F100,1402-01-05,22:50:00,1402-01-05,22:45:00,شنبه,LANDED,نشست ,IRC,0,-5,arrival,2023-03-25,2023-03-25,429,آسمان,35.68920135498047,51.31340026855469
429,OITR,OIII,EPTAF,IRC3855,F100,1402-01-05,22:35:00,1402-01-05,22:43:00,شنبه,LANDED,نشست ,IRC,0,8,arrival,2023-03-25,2023-03-25,430,آسمان,37.6680984497,45.0686988831
430,OING,OIII,,IRC633,ATR-72-500,1402-01-05,22:10:00,1402-01-05,22:18:00,شنبه,Departed,پرواز كرد ,IRC,0,8,departure,2023-03-25,2023-03-25,431,آسمان,36.9094009399,54.4012985229
431,OIII,OIAA,EPATE,IRC3750,FOKER100,1402-01-05,22:00:00,1402-01-05,22:12:00,شنبه,Departed,پرواز كرد ,IRC,0,12,departure,2023-03-25,2023-03-25,432,آسمان,35.68920135498047,51.31340026855469
432,OING,OIII,,IRC633,ATR-72-500,1402-01-05,22:10:00,1402-01-05,22:10:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,departure,2023-03-25,2023-03-25,433,آسمان,36.9094009399,54.4012985229
433,OIFM,OIAA,NULL,IRC3759,f100,1402-01-05,21:50:00,1402-01-05,22:05:00,شنبه,پروازکرد22:05,NULL,EP,0,0,departure,2023-03-25,2023-03-25,434, آسمان,32.75080108642578,51.86130142211914
434,OIII,OISS,NULL,IRC824,100,1402-01-05,21:55:00,1402-01-05,21:59:00,شنبه, نشست21:59,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,435,آسمان,35.68920135498047,51.31340026855469
435,OIYY,OIMM,,IRC619,B737,1402-01-05,21:40:00,1402-01-05,21:57:00,شنبه,LANDED,نشست ,IRC,0,17,arrival,2023-03-25,2023-03-25,436,آسمان,31.9048995972,54.2765007019
436,OIII,OIAW,EPAPQ,IRC830,737,1402-01-05,21:35:00,1402-01-05,21:54:00,شنبه,Departed,پرواز كرد ,IRC,0,19,departure,2023-03-25,2023-03-25,437,آسمان,35.68920135498047,51.31340026855469
437,OIII,OICC,,IRC622,F100,1402-01-05,21:45:00,1402-01-05,21:45:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,departure,2023-03-25,2023-03-25,438,آسمان,35.68920135498047,51.31340026855469
438,OITR,OIII,NULL,IRC3855,NULL,1402-01-05,21:20:00,1402-01-05,21:45:00,شنبه,پروازکرد21:45,NULL,EP,0,0,departure,2023-03-25,2023-03-25,439, آسمان,37.6680984497,45.0686988831
439,OIII,OING,,IRC632,ATR-72-500,1402-01-05,21:30:00,1402-01-05,21:34:00,شنبه,LANDED,نشست ,IRC,0,4,arrival,2023-03-25,2023-03-25,440,آسمان,35.68920135498047,51.31340026855469
440,OIAA,OIFM,NULL,IRC3758,f100,1402-01-05,21:20:00,1402-01-05,21:00:00,شنبه, نشست21:00,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,441, آسمان,30.367887,48.230075
441,OIYY,OIMM,NULL,IRC619,NULL,1402-01-05,20:10:00,1402-01-05,21:00:00,شنبه,پروازکرد21:00,NULL,EP,0,0,departure,2023-03-25,2023-03-25,442,آسمان,31.9048995972,54.2765007019
442,OIII,OISS,EPATG,IRC824,F100,1402-01-05,20:30:00,1402-01-05,20:56:00,شنبه,Departed,پرواز كرد ,IRC,0,26,departure,2023-03-25,2023-03-25,443,آسمان,35.68920135498047,51.31340026855469
443,OIII,OITR,NULL,IRC3854,NULL,1402-01-05,20:30:00,1402-01-05,20:55:00,شنبه, نشست20:55,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,444, آسمان,35.68920135498047,51.31340026855469
444,OISS,OIII,EPATE,IRC3781,F100,1402-01-05,20:35:00,1402-01-05,20:37:00,شنبه,LANDED,نشست ,IRC,0,2,arrival,2023-03-25,2023-03-25,445,آسمان,29.5392,52.589802
445,OIII,OING,EPATZ,IRC632,ATR-72-500,1402-01-05,20:00:00,1402-01-05,20:31:00,شنبه,Departed,پرواز كرد ,IRC,0,31,departure,2023-03-25,2023-03-25,446,آسمان,35.68920135498047,51.31340026855469
446,OITT,OIII,EPAPQ,IRC641,737,1402-01-05,20:25:00,1402-01-05,20:28:00,شنبه,LANDED,نشست ,IRC,0,3,arrival,2023-03-25,2023-03-25,447,آسمان,38.1338996887207,46.23500061035156
447,OIAA,OIFM,,IRC3758,F100,1402-01-05,20:15:00,1402-01-05,20:22:00,شنبه,Departed,پرواز كرد ,IRC,0,7,departure,2023-03-25,2023-03-25,448,آسمان,30.367887,48.230075
448,OIAW,OISS,,IRC3829,F100,1402-01-05,20:15:00,1402-01-05,20:15:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,departure,2023-03-25,2023-03-25,449,آسمان,31.3374,48.762001
449,OIII,OITR,EPTAF,IRC3854,F100,1402-01-05,19:35:00,1402-01-05,19:57:00,شنبه,Departed,پرواز كرد ,IRC,0,22,departure,2023-03-25,2023-03-25,450,آسمان,35.68920135498047,51.31340026855469
450,OIMM,OIYY,NULL,IRC618,NULL,1402-01-05,19:15:00,1402-01-05,19:50:00,شنبه, نشست19:50,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,451,آسمان,36.235198974609375,59.64099884033203
451,OICC,OIII,EPATG,IRC625,F100,1402-01-05,19:30:00,1402-01-05,19:48:00,شنبه,LANDED,نشست ,IRC,0,18,arrival,2023-03-25,2023-03-25,452,آسمان,34.3459014893,47.1581001282
452,OISS,OIAW,,IRC3828,F100,1402-01-05,19:45:00,1402-01-05,19:45:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,arrival,2023-03-25,2023-03-25,453,آسمان,29.5392,52.589802
453,OISS,OIII,NULL,IRC3781,100,1402-01-05,19:10:00,1402-01-05,19:35:00,شنبه,پروازکرد19:35,NULL,EP,0,0,departure,2023-03-25,2023-03-25,454,آسمان,29.5392,52.589802
454,OITT,OIII,NULL,IRC641,100,1402-01-05,19:10:00,1402-01-05,19:35:00,شنبه,پروازکرد19:35,NULL,EP,0,0,departure,2023-03-25,2023-03-25,455, آسمان,38.1338996887207,46.23500061035156
455,OISS,OIAA,,IRC3820,F100,1402-01-05,19:45:00,1402-01-05,19:33:00,شنبه,LANDED,نشست ,IRC,0,-12,arrival,2023-03-25,2023-03-25,456,آسمان,29.5392,52.589802
456,OIGG,OIII,,IRC845,ATR-72-500,1402-01-05,19:00:00,1402-01-05,19:00:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,arrival,2023-03-25,2023-03-25,457,آسمان,37.323333,49.617778
457,OICC,OIII,,IRC625,100,1402-01-05,18:30:00,1402-01-05,19:00:00,شنبه,Departed,پرواز كرد ,IRC,0,30,departure,2023-03-25,2023-03-25,458,آسمان,34.3459014893,47.1581001282
458,OIBI,OIII,EPATF,IRC823,FOKER100,1402-01-05,18:35:00,1402-01-05,18:51:00,شنبه,LANDED,نشست ,IRC,0,16,arrival,2023-03-25,2023-03-25,459,آسمان,27.4814,52.615501
459,OING,OIII,EPATZ,IRC631,ATR-72-500,1402-01-05,18:55:00,1402-01-05,18:46:00,شنبه,LANDED,نشست ,IRC,0,-9,arrival,2023-03-25,2023-03-25,460,آسمان,36.9094009399,54.4012985229
460,OIMM,OIYY,,IRC618,B737,1402-01-05,17:50:00,1402-01-05,18:45:00,شنبه,Departed,پرواز كرد ,IRC,0,55,departure,2023-03-25,2023-03-25,461,آسمان,36.235198974609375,59.64099884033203
461,OISS,OIAA,NULL,IRC3820,NULL,1402-01-05,18:40:00,1402-01-05,18:44:00,شنبه,پروازکرد18:44,NULL,EP,0,0,departure,2023-03-25,2023-03-25,462,آسمان,29.5392,52.589802
462,OIII,OITT,NULL,IRC640,100,1402-01-05,18:10:00,1402-01-05,18:40:00,شنبه, نشست18:40,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,463, آسمان,35.68920135498047,51.31340026855469
463,OIII,OISS,NULL,IRC3780,100,1402-01-05,18:15:00,1402-01-05,18:32:00,شنبه, نشست18:32,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,464,آسمان,35.68920135498047,51.31340026855469
464,OIII,OICC,,IRC624,100,1402-01-05,18:00:00,1402-01-05,18:10:00,شنبه,LANDED,نشست ,IRC,0,10,arrival,2023-03-25,2023-03-25,465,آسمان,35.68920135498047,51.31340026855469
465,OIII,OITT,EPAPQ,IRC640,737,1402-01-05,16:55:00,1402-01-05,17:54:00,شنبه,Departed,پرواز كرد ,IRC,0,59,departure,2023-03-25,2023-03-25,466,آسمان,35.68920135498047,51.31340026855469
466,OING,OIII,,IRC631,ATR-72-500,1402-01-05,17:40:00,1402-01-05,17:52:00,شنبه,Departed,پرواز كرد ,IRC,0,12,departure,2023-03-25,2023-03-25,467,آسمان,36.9094009399,54.4012985229
467,OIII,OICC,EPATG,IRC624,F100,1402-01-05,17:00:00,1402-01-05,17:31:00,شنبه,Departed,پرواز كرد ,IRC,0,31,departure,2023-03-25,2023-03-25,468,آسمان,35.68920135498047,51.31340026855469
468,OIII,OISS,EPATE,IRC3780,F100,1402-01-05,16:50:00,1402-01-05,17:25:00,شنبه,Departed,پرواز كرد ,IRC,0,35,departure,2023-03-25,2023-03-25,469,آسمان,35.68920135498047,51.31340026855469
469,OINZ,OIMM,,IRC3973,B737,1402-01-05,17:00:00,1402-01-05,17:25:00,شنبه,LANDED,نشست ,IRC,0,25,arrival,2023-03-25,2023-03-25,470,آسمان,36.644408,53.188761
470,OIKB,OISS,NULL,IRC3795,100,1402-01-05,17:40:00,1402-01-05,17:16:00,شنبه, نشست17:16,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,471,آسمان,27.218299865722656,56.37779998779297
471,OIMM,OING,,IRC637,ATR-72-500,1402-01-05,17:00:00,1402-01-05,17:01:00,شنبه,LANDED,نشست ,IRC,0,1,arrival,2023-03-25,2023-03-25,472,آسمان,36.235198974609375,59.64099884033203
472,OINZ,OIMM,,IRC3973,B737,1402-01-05,15:45:00,1402-01-05,16:31:00,شنبه,Departed,پرواز كرد ,IRC,0,46,departure,2023-03-25,2023-03-25,473,آسمان,36.644408,53.188761
473,OIZH,OIII,EPAPQ,IRC851,737-700,1402-01-05,15:30:00,1402-01-05,15:59:00,شنبه,LANDED,نشست ,IRC,0,29,arrival,2023-03-25,2023-03-25,474,آسمان,29.47570037841797,60.90620040893555
474,OITL,OIII,EPATG,IRC3711,F100,1402-01-05,16:00:00,1402-01-05,15:56:00,شنبه,LANDED,نشست ,IRC,0,-4,arrival,2023-03-25,2023-03-25,475,آسمان,38.3256988525,48.4244003296
475,OIII,OIGG,,IRC844,ATR-72-500,1402-01-05,15:55:00,1402-01-05,15:55:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,departure,2023-03-25,2023-03-25,476,آسمان,35.68920135498047,51.31340026855469
476,OIMM,OING,,IRC637,ATR,1402-01-05,15:15:00,1402-01-05,15:38:00,شنبه,Departed,پرواز كرد ,IRC,0,23,departure,2023-03-25,2023-03-25,477,آسمان,36.235198974609375,59.64099884033203
477,OIMM,OINZ,,IRC3972,B737,1402-01-05,14:55:00,1402-01-05,15:37:00,شنبه,LANDED,نشست ,IRC,0,42,arrival,2023-03-25,2023-03-25,478,آسمان,36.235198974609375,59.64099884033203
478,OIII,OIBI,EPATF,IRC822,FOKER100,1402-01-05,14:30:00,1402-01-05,15:12:00,شنبه,Departed,پرواز كرد ,IRC,0,42,departure,2023-03-25,2023-03-25,479,آسمان,35.68920135498047,51.31340026855469
479,OITL,OIII,,IRC3711,B737,1402-01-05,15:00:00,1402-01-05,15:10:00,شنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-03-25,2023-03-25,480,آسمان,38.3256988525,48.4244003296
480,OISS,OIKB,NULL,IRC3794,100,1402-01-05,15:00:00,1402-01-05,15:04:00,شنبه,پروازکرد15:04,NULL,EP,0,0,departure,2023-03-25,2023-03-25,481,آسمان,29.5392,52.589802
481,OIMM,OINZ,,IRC3972,B737,1402-01-05,13:40:00,1402-01-05,14:38:00,شنبه,Departed,پرواز كرد ,IRC,0,58,departure,2023-03-25,2023-03-25,482,آسمان,36.235198974609375,59.64099884033203
482,OIFS,OIII,EPATE,IRC3715,F100,1402-01-05,14:35:00,1402-01-05,14:27:00,شنبه,LANDED,نشست ,IRC,0,-8,arrival,2023-03-25,2023-03-25,483,آسمان,32.2971992493,50.8422012329
483,OIII,OITL,,IRC3710,F100,1402-01-05,14:15:00,1402-01-05,14:25:00,شنبه,LANDED,نشست ,IRC,0,10,arrival,2023-03-25,2023-03-25,484,آسمان,35.68920135498047,51.31340026855469
484,OIZH,OIII,NULL,IRC851,B737-400,1402-01-05,13:35:00,1402-01-05,14:25:00,شنبه,پروازکرد14:25,NULL,EP,0,0,departure,2023-03-25,2023-03-25,485, آسمان,29.47570037841797,60.90620040893555
485,OING,OIMM,,IRC636,ATR,1402-01-05,14:30:00,1402-01-05,14:21:00,شنبه,LANDED,نشست ,IRC,0,-9,arrival,2023-03-25,2023-03-25,486,آسمان,36.9094009399,54.4012985229
486,OIFS,OIII,,IRC3715,CRJ2,1402-01-05,13:35:00,1402-01-05,13:45:00,شنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-03-25,2023-03-25,487,آسمان,32.2971992493,50.8422012329
487,OIII,OITL,EPATG,IRC3710,F100,1402-01-05,13:30:00,1402-01-05,13:40:00,شنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-03-25,2023-03-25,488,آسمان,35.68920135498047,51.31340026855469
488,OIAW,OISS,NULL,IRC3827,100,1402-01-05,13:50:00,1402-01-05,13:38:00,شنبه, نشست13:38,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,489,آسمان,31.3374,48.762001
489,OIII,OIMM,,IRC602,B737,1402-01-05,12:45:00,1402-01-05,13:24:00,شنبه,LANDED,نشست ,IRC,0,39,arrival,2023-03-25,2023-03-25,490,آسمان,35.68920135498047,51.31340026855469
490,OING,OIMM,,IRC636,ATR-72-500,1402-01-05,12:55:00,1402-01-05,13:09:00,شنبه,Departed,پرواز كرد ,IRC,0,14,departure,2023-03-25,2023-03-25,491,آسمان,36.9094009399,54.4012985229
491,OIYY,OIII,EPATF,IRC863,f100,1402-01-05,13:10:00,1402-01-05,13:04:00,شنبه,LANDED,نشست ,IRC,0,-6,arrival,2023-03-25,2023-03-25,492,آسمان,31.9048995972,54.2765007019
492,OICS,OIII,,IRC839,F100,1402-01-05,13:00:00,1402-01-05,13:00:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,arrival,2023-03-25,2023-03-25,493,آسمان,35.24589920043945,47.00920104980469
493,OIAW,OISS,,IRC3827,100,1402-01-05,12:45:00,1402-01-05,13:00:00,شنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-03-25,2023-03-25,494,آسمان,31.3374,48.762001
494,OIMM,OIZH,NULL,IRC853,NULL,1402-01-05,12:35:00,1402-01-05,12:40:00,شنبه, نشست12:40,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,495, آسمان,36.235198974609375,59.64099884033203
495,OIII,OIFS,,IRC3714,CRJ2,1402-01-05,12:50:00,1402-01-05,12:32:00,شنبه,LANDED,نشست ,IRC,0,-18,arrival,2023-03-25,2023-03-25,496,آسمان,35.68920135498047,51.31340026855469
496,OISS,OIII,EPATG,IRC3772,F100,1402-01-05,12:25:00,1402-01-05,12:23:00,شنبه,LANDED,نشست ,IRC,0,-2,arrival,2023-03-25,2023-03-25,497,آسمان,29.5392,52.589802
497,OIII,OIMM,EPAPO,IRC602,737-700,1402-01-05,11:15:00,1402-01-05,12:17:00,شنبه,Departed,پرواز كرد ,IRC,0,62,departure,2023-03-25,2023-03-25,498,آسمان,35.68920135498047,51.31340026855469
498,OIYY,OIII,NULL,IRC863,NULL,1402-01-05,12:00:00,1402-01-05,12:10:00,شنبه,پروازکرد12:10,NULL,EP,0,0,departure,2023-03-25,2023-03-25,499,آسمان,31.9048995972,54.2765007019
499,OIII,OING,,IRC630,ATR-72-500,1402-01-05,12:15:00,1402-01-05,12:05:00,شنبه,LANDED,نشست ,IRC,0,-10,arrival,2023-03-25,2023-03-25,500,آسمان,35.68920135498047,51.31340026855469
500,OIMM,OIAW,,IRC837,B737,1402-01-05,12:15:00,1402-01-05,12:04:00,شنبه,LANDED,نشست ,IRC,0,-11,arrival,2023-03-25,2023-03-25,501,آسمان,36.235198974609375,59.64099884033203
501,OIII,OIFS,EPATE,IRC3714,F100,1402-01-05,11:50:00,1402-01-05,11:53:00,شنبه,Departed,پرواز كرد ,IRC,0,3,departure,2023-03-25,2023-03-25,502,آسمان,35.68920135498047,51.31340026855469
502,OIMM,OIZH,,IRC853,B737,1402-01-05,11:10:00,1402-01-05,11:27:00,شنبه,Departed,پرواز كرد ,IRC,0,17,departure,2023-03-25,2023-03-25,503,آسمان,36.235198974609375,59.64099884033203
503,OIII,OIYY,NULL,IRC862,NULL,1402-01-05,11:30:00,1402-01-05,11:20:00,شنبه, نشست11:20,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,504,آسمان,35.68920135498047,51.31340026855469
504,OISS,OIII,NULL,IRC3772,100,1402-01-05,11:00:00,1402-01-05,11:17:00,شنبه,پروازکرد11:17,NULL,EP,0,0,departure,2023-03-25,2023-03-25,505,آسمان,29.5392,52.589802
505,OIII,OING,EPATZ,IRC630,ATR-72-500,1402-01-05,10:45:00,1402-01-05,11:01:00,شنبه,Departed,پرواز كرد ,IRC,0,16,departure,2023-03-25,2023-03-25,506,آسمان,35.68920135498047,51.31340026855469
506,OIKB,OIII,EPATE,IRC645,FOKER100,1402-01-05,10:50:00,1402-01-05,10:57:00,شنبه,LANDED,نشست ,IRC,0,7,arrival,2023-03-25,2023-03-25,507,آسمان,27.218299865722656,56.37779998779297
507,OIBB,OIII,EPAPO,IRC3915,737-700,1402-01-05,09:40:00,1402-01-05,10:43:00,شنبه,LANDED,نشست ,IRC,0,63,arrival,2023-03-25,2023-03-25,508,آسمان,28.9447994232,50.8345985413
508,OIII,OIYY,EPATF,IRC862,f100,1402-01-05,10:20:00,1402-01-05,10:31:00,شنبه,Departed,پرواز كرد ,IRC,0,11,departure,2023-03-25,2023-03-25,509,آسمان,35.68920135498047,51.31340026855469
509,OIII,OICS,,IRC838,F100,1402-01-05,10:20:00,1402-01-05,10:20:00,شنبه,ONTIME,طبق برنامه ,IRC,0,0,departure,2023-03-25,2023-03-25,510,آسمان,35.68920135498047,51.31340026855469
510,OIMM,OIAW,,IRC837,F100,1402-01-05,10:15:00,1402-01-05,10:16:00,شنبه,Departed,پرواز كرد ,IRC,0,1,departure,2023-03-25,2023-03-25,511,آسمان,36.235198974609375,59.64099884033203
511,OIZH,OIMM,,IRC852,B737,1402-01-05,10:10:00,1402-01-05,10:10:00,شنبه,LANDED,نشست ,IRC,0,0,arrival,2023-03-25,2023-03-25,512,آسمان,29.47570037841797,60.90620040893555
512,OIII,OISS,NULL,IRC3771,100,1402-01-05,09:50:00,1402-01-05,09:44:00,شنبه, نشست09:44,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,513,آسمان,35.68920135498047,51.31340026855469
513,OIBB,OIII,NULL,IRC3915,NULL,1402-01-05,08:10:00,1402-01-05,09:30:00,شنبه,پروازکرد09:30,NULL,EP,0,0,departure,2023-03-25,2023-03-25,514, آسمان,28.9447994232,50.8345985413
514,OIKB,OIII,NULL,IRC645,100,1402-01-05,09:00:00,1402-01-05,09:22:00,شنبه,پروازکرد09:22,NULL,EP,0,0,departure,2023-03-25,2023-03-25,515, آسمان,27.218299865722656,56.37779998779297
515,OICI,OIII,EPATF,IRC841,F100,1402-01-05,09:30:00,1402-01-05,09:21:00,شنبه,LANDED,نشست ,IRC,0,-9,arrival,2023-03-25,2023-03-25,516,آسمان,33.58660125732422,46.40480041503906
516,OIAW,OIMM,,IRC836,F100,1402-01-05,09:15:00,1402-01-05,09:10:00,شنبه,LANDED,نشست ,IRC,0,-5,arrival,2023-03-25,2023-03-25,517,آسمان,31.3374,48.762001
517,OIZH,OIMM,NULL,IRC852,B737-400,1402-01-05,08:50:00,1402-01-05,09:00:00,شنبه,پروازکرد09:00,NULL,EP,0,0,departure,2023-03-25,2023-03-25,518, آسمان,29.47570037841797,60.90620040893555
518,OIII,OISS,EPATG,IRC3771,F100,1402-01-05,08:25:00,1402-01-05,08:40:00,شنبه,Departed,پرواز كرد ,IRC,0,15,departure,2023-03-25,2023-03-25,519,آسمان,35.68920135498047,51.31340026855469
519,OIII,OIKB,NULL,IRC644,100,1402-01-05,08:30:00,1402-01-05,08:37:00,شنبه, نشست08:37,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,520, آسمان,35.68920135498047,51.31340026855469
520,OIII,OIBB,NULL,IRC3914,NULL,1402-01-05,07:10:00,1402-01-05,08:30:00,شنبه, نشست08:30,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,521, آسمان,35.68920135498047,51.31340026855469
521,OICI,OIII,,IRC841,100,1402-01-05,08:20:00,1402-01-05,08:30:00,شنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-03-25,2023-03-25,522,آسمان,33.58660125732422,46.40480041503906
522,OING,OIII,EPATZ,IRC629,ATR-72,1402-01-05,08:50:00,1402-01-05,08:25:00,شنبه,LANDED,نشست ,IRC,0,-25,arrival,2023-03-25,2023-03-25,523,آسمان,36.9094009399,54.4012985229
523,OIII,OIZH,NULL,IRC850,B737-400,1402-01-05,07:50:00,1402-01-05,07:50:00,شنبه, نشست07:50,NULL,EP,0,0,arrival,2023-03-25,2023-03-25,524, آسمان,35.68920135498047,51.31340026855469
524,OIII,OICI,,IRC840,100,1402-01-05,07:50:00,1402-01-05,07:45:00,شنبه,LANDED,نشست ,IRC,0,-5,arrival,2023-03-25,2023-03-25,525,آسمان,35.68920135498047,51.31340026855469
525,OIAW,OIMM,,IRC836,737-700,1402-01-05,07:25:00,1402-01-05,07:31:00,شنبه,Departed,پرواز كرد ,IRC,0,6,departure,2023-03-25,2023-03-25,526,آسمان,31.3374,48.762001
526,OING,OIII,,IRC629,ATR-72-500,1402-01-05,07:30:00,1402-01-05,07:30:00,شنبه,Departed,پرواز كرد ,IRC,0,0,departure,2023-03-25,2023-03-25,527,آسمان,36.9094009399,54.4012985229
527,OIII,OIBB,EPAPO,IRC3914,737-700,1402-01-05,05:40:00,1402-01-05,07:20:00,شنبه,Departed,پرواز كرد ,IRC,0,100,departure,2023-03-25,2023-03-25,528,آسمان,35.68920135498047,51.31340026855469
528,OISS,OIII,EPATG,IRC3770,F100,1402-01-05,07:25:00,1402-01-05,07:14:00,شنبه,LANDED,نشست ,IRC,0,-11,arrival,2023-03-25,2023-03-25,529,آسمان,29.5392,52.589802
529,OIII,OIKB,EPATE,IRC644,FOKER100,1402-01-05,06:40:00,1402-01-05,07:04:00,شنبه,Departed,پرواز كرد ,IRC,0,24,departure,2023-03-25,2023-03-25,530,آسمان,35.68920135498047,51.31340026855469
